=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.07.23 10:41:20 =~=~=~=~=~=~=~=~=~=~=~=
Distance: 33.27
Distance: 802.98
Distance: 11.87
Distance: 56.39
Distance: 51.81
Distance: 51.14
Distance: 802.89
Distance: 802.98
Distance: 51.66
Distance: 9.91
Distance: 802.91
Distance: 15.97
Distance: 19.50
Distance: 37.16
Distance: 31.86
Distance: 802.89
Distance: 36.02
Distance: 35.77
Distance: 35.79
Distance: 35.79
Distance: 36.02
Distance: 35.79
Distance: 35.77
Distance: 803.22
Distance: 17.27
Distance: 12.55
Distance: 10.94
Distance: 9.57
Distance: 9.47
Distance: 19.19
Distance: 9.23
Distance: 15.97
Distance: 16.62
Distance: 9.57
Distance: 803.24
Distance: 803.17
Distance: 11.18
Distance: 803.17
Distance: 803.20
Distance: 803.19
Distance: 36.94
Distance: 38.47
Distance: 37.87
Distance: 37.16
Distance: 36.48
Distance: 36.94
Distance: 36.72
Distance: 34.75
Distance: 35.79
Distance: 37.87
Distance: 35.77
Distance: 36.02
Distance: 32.91
Distance: 33.44
Distance: 32.76
Distance: 803.22
Distance: 803.19
Distance: 19.52
Distance: 15.30
Distance: 10.84
Distance: 10.94
Distance: 18.86
Distance: 17.25
Distance: 17.90
Distance: 52.68
Distance: 10.94
Distance: 12.66
Distance: 8.88
Distance: 803.15
Distance: 9.57
Distance: 9.47
Distance: 9.47
Distance: 10.84
Distance: 9.23
Distance: 9.23
Distance: 10.84
Distance: 10.86
Distance: 12.21
Distance: 803.22
Distance: 12.21
Distance: 12.21
Distance: 12.21
Distance: 803.13
Distance: 803.20
Distance: 803.22
Distance: 803.20
Distance: 803.22
Distance: 803.25
Distance: 803.19
Distance: 803.20
Distance: 803.15
Distance: 803.17
Distance: 803.24
Distance: 803.17
Distance: 803.22
Distance: 803.24
Distance: 803.22
Distance: 803.22
Distance: 803.22
Distance: 803.20
Distance: 803.19
Distance: 803.24
Distance: 803.19
Distance: 803.19
Distance: 803.17
Distance: 803.20
Distance: 803.19
Distance: 803.20
Distance: 803.15
Distance: 803.19
Distance: 803.20
Distance: 803.17
Distance: 803.24
Distance: 803.19
Distance: 803.20
Distance: 803.20
Distance: 803.27
Distance: 803.25
Distance: 803.24
Distance: 803.24
Distance: 9.81
Distance: 9.12
Distance: 15.66
Distance: 25.60
Distance: 25.31
Distance: 33.96
Distance: 39.50
Distance: 41.57
Distance: 43.94
Distance: 45.84
Distance: 803.13
Distance: 803.20
Distance: 803.20
Distance: 803.08
Distance: 36.26
Distance: 802.95
Distance: 39.02
Distance: 36.70
Distance: 32.38
Distance: 21.75
Distance: 16.29
Distance: 14.95
Distance: 13.24
Distance: 12.55
Distance: 15.97
Distance: 14.27
Distance: 15.97
Distance: 803.20
Distance: 20.79
Distance: 446.40
Distance: 803.22
Distance: 803.15
Distance: 803.19
Distance: 43.05
Distance: 42.26
Distance: 43.63
Distance: 41.47
Distance: 35.77
Distance: 803.20
Distance: 20.70
Distance: 803.17
Distance: 803.19
Distance: 803.22
Distance: 803.19
Distance: 803.29
Distance: 803.20
Distance: 803.19
Distance: 803.20
Distance: 803.20
Distance: 803.12
Distance: 803.25
Distance: 803.15
Distance: 803.22
Distance: 803.20
Distance: 802.95
Distance: 802.91
Distance: 802.91
Distance: 802.95
Distance: 802.96
Distance: 802.91
Distance: 802.98
Distance: 803.17
Distance: 803.17
Distance: 803.13
Distance: 803.19
Distance: 803.17
Distance: 803.13
Distance: 803.19
Distance: 803.19
Distance: 803.19
Distance: 803.13
Distance: 803.24
Distance: 803.17
Distance: 803.17
Distance: 803.22
Distance: 803.17
Distance: 803.17
Distance: 266.36
Distance: 803.32
Distance: 803.24
Distance: 28.81
Distance: 28.81
Distance: 803.22
Distance: 29.62
Distance: 27
